"response_id","study","cluster_id","topic"
"R_3kF6DzwLJABagBr","S2",0,"Mixed / Unclassified"
"R_7h4w34BVq8ZEOMq","S2",0,"Mixed / Unclassified"
"R_50jwWS6VXUaKf77","S2",0,"Mixed / Unclassified"
"R_7DA5sre4f87tplU","S2",0,"Mixed / Unclassified"
"R_32y5fbgDxoKIn6b","S2",0,"Mixed / Unclassified"
"R_73rSDf4rFTbvOTe","S2",12,"Secret Elite World Control"
"R_5PoZwiWBcbAuEDf","S2",0,"Mixed / Unclassified"
"R_7ivPDKLJzp1jpql","S2",26,"Existence of Alien Life"
"R_3ooRnrdHuXJsnl8","S2",21,"Deliberate COVID-19 Lab Release"
"R_55NET0QObRJTOsF","S2",0,"Mixed / Unclassified"
"R_5T1L5nnwYDEEkoh","S2",0,"Mixed / Unclassified"
"R_5mfBYCExslj77eV","S2",9,"Election fraud conspiracy beliefs"
"R_5reIilskJjK1zjA","S2",0,"Mixed / Unclassified"
"R_5p2LL7z6frZRm2R","S2",7,"Trump as Russian Asset"
"R_7gRYG6ifWAYKiLn","S2",3,"Moon Landing Hoax"
"R_7L4UGL4K0zTauOZ","S2",0,"Mixed / Unclassified"
"R_6QDYxiBSlm8wszV","S2",0,"Mixed / Unclassified"
"R_1WCkdoABgmxelkz","S2",19,"Chemtrail Conspiracy Beliefs"
"R_3ikgeKu5oVDw2jv","S2",0,"Mixed / Unclassified"
"R_6j9XNaMiE1QJTN3","S2",3,"Moon Landing Hoax"
"R_7iHUH7OpiGQUNuJ","S2",26,"Existence of Alien Life"
"R_6r1fhccjBuZMEp4","S2",0,"Mixed / Unclassified"
"R_6VCOGny8q8Uorej","S2",25,"Government alien cover-up"
"R_1mn7kXqXblEiebA","S2",0,"Mixed / Unclassified"
"R_7lhHzYH5yoC7Z61","S2",0,"Mixed / Unclassified"
"R_3fxEL7CG3FmL5S8","S2",16,"9/11 Inside Job Conspiracy"
"R_18Tfif0wp4eQw9q","S2",0,"Mixed / Unclassified"
"R_7l9yFSVekSIVSzc","S2",13,"JFK Assassination Conspiracy"
"R_3mmIHC5l7frkdvC","S2",9,"Election fraud conspiracy beliefs"
"R_7uqa8Z1bOUsIqMu","S2",0,"Mixed / Unclassified"
"R_3rGLzujpar6EFcF","S2",25,"Government alien cover-up"
"R_1oFK4b4wPahzqEv","S2",0,"Mixed / Unclassified"
"R_32UksKLjnU17065","S2",0,"Mixed / Unclassified"
"R_5AtGUt9vogQKq3v","S2",12,"Secret Elite World Control"
"R_7drZYBbYZEH9vkD","S2",0,"Mixed / Unclassified"
"R_30PBHNgmDxhEoUN","S2",21,"Deliberate COVID-19 Lab Release"
"R_7sKp2tkA0JIWJTX","S2",0,"Mixed / Unclassified"
"R_5UauIVwTlZg5D1U","S2",0,"Mixed / Unclassified"
"R_58MIFS5jx3QvLWx","S2",0,"Mixed / Unclassified"
"R_7gZtFnDyZ1UGMXT","S2",0,"Mixed / Unclassified"
"R_3FnRwbWcMtpF51F","S2",25,"Government alien cover-up"
"R_7vY3OjjX9S60XH2","S2",21,"Deliberate COVID-19 Lab Release"
"R_7abtbmQDCgY74bi","S2",0,"Mixed / Unclassified"
"R_3NDjjxo7a6dd4IN","S2",0,"Mixed / Unclassified"
"R_5bTFKoKnZwq0r7j","S2",13,"JFK Assassination Conspiracy"
"R_6USeMHDsCPOJ3YB","S2",21,"Deliberate COVID-19 Lab Release"
"R_5eCu46aM6Tu4Z5c","S2",16,"9/11 Inside Job Conspiracy"
"R_57PnR8tkG1H9imJ","S2",0,"Mixed / Unclassified"
"R_7PXx2NUjNOUJe37","S2",3,"Moon Landing Hoax"
"R_6KuMHTXNFZCeHLu","S2",0,"Mixed / Unclassified"
"R_1dQR8F93zNgJ1bo","S2",3,"Moon Landing Hoax"
"R_7m8y5YNaOXn8S5P","S2",7,"Trump as Russian Asset"
"R_5MSfJ97xSeiMNAy","S2",9,"Election fraud conspiracy beliefs"
"R_1m7DCei0ThFO6BH","S2",0,"Mixed / Unclassified"
"R_15EJLKGam7jACQ1","S2",25,"Government alien cover-up"
"R_7O8oe6V2EwjbuCi","S2",25,"Government alien cover-up"
"R_7HOG1O4Gg5V1fWc","S2",0,"Mixed / Unclassified"
"R_5PCGgqW4iaj21BT","S2",0,"Mixed / Unclassified"
"R_1KoPOKSpTOhIyb7","S2",0,"Mixed / Unclassified"
"R_5hAo3fcwJbdKfuF","S2",24,"Area 51 Alien Cover-up"
"R_7CkXFbYOtIzg46T","S2",0,"Mixed / Unclassified"
"R_1ydOnGeXrKSjLrW","S2",13,"JFK Assassination Conspiracy"
"R_1CNJFoR3wCfPi6t","S2",12,"Secret Elite World Control"
"R_6ErJ1qdDhy2tMF7","S2",0,"Mixed / Unclassified"
"R_3GP8DQ7jVe5X4zF","S2",18,"Hiding medical cures for profit"
"R_7PrJC18wofcAK8F","S2",0,"Mixed / Unclassified"
"R_12i8uTcvik0jjyx","S2",0,"Mixed / Unclassified"
"R_188FPxacENZkJUZ","S2",0,"Mixed / Unclassified"
"R_3avdISwAf3Git6V","S2",3,"Moon Landing Hoax"
"R_3waFpwACcFSMvGm","S2",0,"Mixed / Unclassified"
"R_1n8bbimylGgOfpL","S2",12,"Secret Elite World Control"
"R_3Ecn2HWDRQv4IxH","S2",0,"Mixed / Unclassified"
"R_542hJa1apaIclRc","S2",0,"Mixed / Unclassified"
"R_7z4OAOYxKZxpu1P","S2",21,"Deliberate COVID-19 Lab Release"
"R_3eCOmXKvhGQxBNi","S2",0,"Mixed / Unclassified"
"R_3rH64INc0lFLvHP","S2",13,"JFK Assassination Conspiracy"
"R_74Bo4kllpMguBVq","S2",16,"9/11 Inside Job Conspiracy"
"R_5jdhIRgldpbTxs5","S2",16,"9/11 Inside Job Conspiracy"
"R_7aQkiPUU0figP05","S2",7,"Trump as Russian Asset"
"R_1AOPYRy33oUe30R","S2",0,"Mixed / Unclassified"
"R_6EZuhpGwrUZ1uw0","S2",16,"9/11 Inside Job Conspiracy"
"R_5MttEU9sHZQGTaV","S2",0,"Mixed / Unclassified"
"R_5eKItU7vaoi3rtJ","S2",0,"Mixed / Unclassified"
"R_7X7D61WL26MS6nX","S2",0,"Mixed / Unclassified"
"R_6IpgHFacxCRU7Rx","S2",7,"Trump as Russian Asset"
"R_65Wl8RtvIDECwSa","S2",13,"JFK Assassination Conspiracy"
"R_6wNTIejAe7W5RQd","S2",25,"Government alien cover-up"
"R_7QLNbGO8mj1mefA","S2",0,"Mixed / Unclassified"
"R_1lYPhk4cvct6rJa","S2",21,"Deliberate COVID-19 Lab Release"
"R_5ql06sx28Phi0hL","S2",0,"Mixed / Unclassified"
"R_7MKEq8Ot2j3wEZ6","S2",25,"Government alien cover-up"
"R_52clPUO7l6qqJ4P","S2",21,"Deliberate COVID-19 Lab Release"
"R_7Y4K6u7eAReKljY","S2",0,"Mixed / Unclassified"
"R_7RaHpueX4NuQy7w","S2",21,"Deliberate COVID-19 Lab Release"
"R_6MRSrku4hZevjsb","S2",16,"9/11 Inside Job Conspiracy"
"R_7pXxmkdXgE8NwGf","S2",0,"Mixed / Unclassified"
"R_1wiv5aZ6YVaClWN","S2",21,"Deliberate COVID-19 Lab Release"
"R_6q4cxKty135YFDf","S2",0,"Mixed / Unclassified"
"R_5PRY9zYvX5U68zB","S2",0,"Mixed / Unclassified"
"R_5qgnolKFRKH0lMZ","S2",12,"Secret Elite World Control"
"R_1MEetXSBk14oqRC","S2",0,"Mixed / Unclassified"
"R_3LAHVtnWITFhQmF","S2",21,"Deliberate COVID-19 Lab Release"
"R_7n7dgsV1NkSZWAl","S2",0,"Mixed / Unclassified"
"R_5rYKTNTzI5KEWCZ","S2",13,"JFK Assassination Conspiracy"
"R_12V1k6Wt6sLlqnL","S2",9,"Election fraud conspiracy beliefs"
"R_120fDBQJRWYDLBv","S2",0,"Mixed / Unclassified"
"R_7nPGfvPpQLpZD31","S2",13,"JFK Assassination Conspiracy"
"R_32y6KwWvYUeKET7","S2",0,"Mixed / Unclassified"
"R_1h0wABDAG06AA0S","S2",0,"Mixed / Unclassified"
"R_1RXutCkaJznQXTR","S2",13,"JFK Assassination Conspiracy"
"R_14OFMASpu2OV8FK","S2",0,"Mixed / Unclassified"
"R_5SucSsBoszxoOdj","S2",0,"Mixed / Unclassified"
"R_1oR8VicFkNyHBq2","S2",0,"Mixed / Unclassified"
"R_5wnrm1ERtURDtDr","S2",21,"Deliberate COVID-19 Lab Release"
"R_7kByxRdokBzO1tO","S2",19,"Chemtrail Conspiracy Beliefs"
"R_5dKUwTLg1uX48BC","S2",0,"Mixed / Unclassified"
"R_5YOFLticsqqZFqF","S2",0,"Mixed / Unclassified"
"R_1f3kjzJYuv3QcJ6","S2",0,"Mixed / Unclassified"
"R_60o2C6Br4edUhqS","S2",0,"Mixed / Unclassified"
"R_6p6lKb9TAx0UPK6","S2",0,"Mixed / Unclassified"
"R_78JWpgjthxgUIVP","S2",13,"JFK Assassination Conspiracy"
"R_3kHzWGSzSk5LgIJ","S2",13,"JFK Assassination Conspiracy"
"R_1jk2xqMv0BSGS0F","S2",0,"Mixed / Unclassified"
"R_6nVq2EvV85Y3P4F","S2",13,"JFK Assassination Conspiracy"
"R_7HsX9bzrkXOZ0C5","S2",0,"Mixed / Unclassified"
"R_7Kj6f1qIb1BXPd8","S2",21,"Deliberate COVID-19 Lab Release"
"R_3L11wnifldtt5sC","S2",0,"Mixed / Unclassified"
"R_3wECAERQ3Clj2wh","S2",0,"Mixed / Unclassified"
"R_6EilEe8P6BTOFkt","S2",13,"JFK Assassination Conspiracy"
"R_6QdLmXuncXlWoiR","S2",0,"Mixed / Unclassified"
"R_7SoxHrFcyscTQEn","S2",0,"Mixed / Unclassified"
"R_50jv5Q0DPdvJzEJ","S2",16,"9/11 Inside Job Conspiracy"
"R_3cXMHU8pLZuo2L1","S2",13,"JFK Assassination Conspiracy"
"R_7oEKvObhO0KjEtZ","S2",19,"Chemtrail Conspiracy Beliefs"
"R_5Q3lK4uakvwdRup","S2",0,"Mixed / Unclassified"
"R_5jLar8vqCVbmQKZ","S2",3,"Moon Landing Hoax"
"R_3j8bFaJNYU4ARN2","S2",0,"Mixed / Unclassified"
"R_5qflvQUbscVlXSX","S2",0,"Mixed / Unclassified"
"R_7f9E4Wso8de078O","S2",0,"Mixed / Unclassified"
"R_3of5W7OIsiSoVCp","S2",12,"Secret Elite World Control"
"R_7WAy37YDiQhCZFY","S2",25,"Government alien cover-up"
"R_5QJrvBxRbKgTPLZ","S2",0,"Mixed / Unclassified"
"R_33X10B65k0tNUDy","S2",19,"Chemtrail Conspiracy Beliefs"
"R_7huRC1Ig1wuuTsl","S2",26,"Existence of Alien Life"
"R_3LZpexcO7YpQLwR","S2",13,"JFK Assassination Conspiracy"
"R_137CMbwsgnNSKq2","S2",13,"JFK Assassination Conspiracy"
"R_6SAEW8x4KFg0APH","S2",0,"Mixed / Unclassified"
"R_6e3RxNHL23dNIM4","S2",21,"Deliberate COVID-19 Lab Release"
"R_3gqJn2gXtz4nrYd","S2",13,"JFK Assassination Conspiracy"
"R_6phUSVrW8boqpwq","S2",18,"Hiding medical cures for profit"
"R_3kjlM177QGiClUE","S2",0,"Mixed / Unclassified"
"R_6HufMr9jMZSsKs9","S2",0,"Mixed / Unclassified"
"R_6yqQmXpWFl0cTLN","S2",21,"Deliberate COVID-19 Lab Release"
"R_6wt271Q0MQcABMZ","S2",13,"JFK Assassination Conspiracy"
"R_3EzmOkoVJWtDCIl","S2",0,"Mixed / Unclassified"
"R_5CWq8UnwzIrGlXL","S2",0,"Mixed / Unclassified"
"R_1Unj5OoNxXnzbMd","S2",13,"JFK Assassination Conspiracy"
"R_7B9MtKB0GlhYygp","S2",25,"Government alien cover-up"
"R_56AXQQ8GQhSugx3","S2",21,"Deliberate COVID-19 Lab Release"
"R_6OcJp7jNVo5IX85","S2",16,"9/11 Inside Job Conspiracy"
"R_1CKmh5imDCwuXuc","S2",3,"Moon Landing Hoax"
"R_1ffRejIAsCoegmK","S2",0,"Mixed / Unclassified"
"R_7zLab943FLo2oEN","S2",0,"Mixed / Unclassified"
"R_3hKHHKZtrbYNrwF","S2",13,"JFK Assassination Conspiracy"
"R_3xbO18iSs6udXZD","S2",0,"Mixed / Unclassified"
"R_3dRWlbXBfNArEe5","S2",3,"Moon Landing Hoax"
"R_5soYgt9JyknzVCP","S2",21,"Deliberate COVID-19 Lab Release"
"R_725CityyOwQ4cPG","S2",0,"Mixed / Unclassified"
"R_1vtJUutVasD9FWV","S2",21,"Deliberate COVID-19 Lab Release"
"R_7Bwa6u4dGqZsFtT","S2",0,"Mixed / Unclassified"
"R_72Rvde7LG8oTn53","S2",16,"9/11 Inside Job Conspiracy"
"R_3Kpu3nlT9UjaFDX","S2",3,"Moon Landing Hoax"
"R_3QKWA9s0sQtui7I","S2",12,"Secret Elite World Control"
"R_6hyJFuiighQGMny","S2",0,"Mixed / Unclassified"
"R_1sb6e0gAc8KVWEg","S2",0,"Mixed / Unclassified"
"R_7EyNRfQhMcMGwwa","S2",25,"Government alien cover-up"
"R_1ECCodugdvNbrW1","S2",0,"Mixed / Unclassified"
"R_5Gy9RllrFiW9U5Z","S2",16,"9/11 Inside Job Conspiracy"
"R_5hMdz7oWcuO1DxF","S2",25,"Government alien cover-up"
"R_7ro8AEAPxQ0v7qF","S2",16,"9/11 Inside Job Conspiracy"
"R_7KUi9kFa6YXOTdO","S2",13,"JFK Assassination Conspiracy"
"R_3Xh8ZS5lPrMSRzo","S2",3,"Moon Landing Hoax"
"R_1PFSP9QJUTsKYpJ","S2",21,"Deliberate COVID-19 Lab Release"
"R_5sdocFwgZmk8NxP","S2",19,"Chemtrail Conspiracy Beliefs"
"R_3zIppC0ZBqz2g7l","S2",26,"Existence of Alien Life"
"R_17etfZRjkEEYwUJ","S2",19,"Chemtrail Conspiracy Beliefs"
"R_7346qldeTT8B9bc","S2",0,"Mixed / Unclassified"
"R_3PXqCkMmZjbOC9j","S2",0,"Mixed / Unclassified"
"R_3qVYXYWWzlnbWkH","S2",21,"Deliberate COVID-19 Lab Release"
"R_5TF2tLEO11TiHaj","S2",21,"Deliberate COVID-19 Lab Release"
"R_1bNV5Dzd2V3CmwX","S2",13,"JFK Assassination Conspiracy"
"R_6fvx11Ego1lwhy8","S2",0,"Mixed / Unclassified"
"R_1eWqUtPdcreuZKI","S2",0,"Mixed / Unclassified"
"R_1hGVWsj1nFj3lXr","S2",13,"JFK Assassination Conspiracy"
"R_15EgvQ7ySo0mknD","S2",0,"Mixed / Unclassified"
"R_1RkKqn3LNMKVvEL","S2",16,"9/11 Inside Job Conspiracy"
"R_7FFdPV94qshTyrs","S2",0,"Mixed / Unclassified"
"R_5Pwmls6qTwsOUA9","S2",7,"Trump as Russian Asset"
"R_7ettH3HPXzzPDTE","S2",21,"Deliberate COVID-19 Lab Release"
"R_1CspG1y4dwlV7Vu","S2",21,"Deliberate COVID-19 Lab Release"
"R_3JEgrROF0s7vCV3","S2",0,"Mixed / Unclassified"
"R_5QGGSlaD13tJwt6","S2",19,"Chemtrail Conspiracy Beliefs"
"R_7aPMSN7RrV0dOl9","S2",21,"Deliberate COVID-19 Lab Release"
"R_1KH1lZjyFHgq4uJ","S2",0,"Mixed / Unclassified"
"R_3s1hZpk3qPY7hpn","S2",21,"Deliberate COVID-19 Lab Release"
"R_5pbURDzbO5aL7O0","S2",21,"Deliberate COVID-19 Lab Release"
"R_51n4p9iT1Bmdw2f","S2",21,"Deliberate COVID-19 Lab Release"
"R_6s0wwz8DSSlX6ko","S2",0,"Mixed / Unclassified"
"R_5wBxfv5K4VETkLY","S2",25,"Government alien cover-up"
"R_5cwFRzbfxCJmqYY","S2",0,"Mixed / Unclassified"
"R_60JEU7cWungpew0","S2",0,"Mixed / Unclassified"
"R_6JDdRogDbVmANyu","S2",16,"9/11 Inside Job Conspiracy"
"R_7DNDq8hDY8AqMYR","S2",0,"Mixed / Unclassified"
"R_3tVry2O98BpuKqd","S2",9,"Election fraud conspiracy beliefs"
"R_5UX9tDE6K0QjFtf","S2",0,"Mixed / Unclassified"
"R_6COPlU0VWz573t6","S2",16,"9/11 Inside Job Conspiracy"
"R_5iCszGm9610BoWf","S2",0,"Mixed / Unclassified"
"R_62WPEQtsEXYQZXc","S2",0,"Mixed / Unclassified"
"R_5go16JKzvCNumtR","S2",12,"Secret Elite World Control"
"R_16WmUm1102G5Yg9","S2",0,"Mixed / Unclassified"
"R_63HcDMq4emJpPsR","S2",21,"Deliberate COVID-19 Lab Release"
"R_1nUzOD42t70l5qY","S2",0,"Mixed / Unclassified"
"R_3rSSVsAPGJ0auTE","S2",16,"9/11 Inside Job Conspiracy"
"R_64sk3I9s6V60p5T","S2",3,"Moon Landing Hoax"
"R_7fJsM4eodlhznEb","S2",13,"JFK Assassination Conspiracy"
"R_3YqGACmIzxFx9pT","S2",0,"Mixed / Unclassified"
"R_7F3at0MPPkY4kcw","S2",0,"Mixed / Unclassified"
"R_7I5frvFxYrCHdnR","S2",0,"Mixed / Unclassified"
"R_62PKDxlS1DGKMlo","S2",0,"Mixed / Unclassified"
"R_6TAjKmZnoviVWX9","S2",21,"Deliberate COVID-19 Lab Release"
"R_7hQFUmx9aqWrXtB","S2",3,"Moon Landing Hoax"
"R_3d50iAMTDwavwKz","S2",16,"9/11 Inside Job Conspiracy"
"R_6are7ymTIgdp4iu","S2",13,"JFK Assassination Conspiracy"
"R_32suxqDdbBNgRBN","S2",3,"Moon Landing Hoax"
"R_3mW46qSEgCQ9sgM","S2",12,"Secret Elite World Control"
"R_6mORzPVFyKuGl0M","S2",0,"Mixed / Unclassified"
"R_3U1d9DRImcwbK0N","S2",13,"JFK Assassination Conspiracy"
"R_5TE9hBr8yFETVzb","S2",0,"Mixed / Unclassified"
"R_3EbQ9g555gzg3pB","S2",21,"Deliberate COVID-19 Lab Release"
"R_6Xp7bCbICP4R5vM","S2",21,"Deliberate COVID-19 Lab Release"
"R_6k8wPMpfw0gd99D","S2",21,"Deliberate COVID-19 Lab Release"
"R_55ghRDltfBtFuAV","S2",25,"Government alien cover-up"
"R_1iD9vghyTfoVu5D","S2",9,"Election fraud conspiracy beliefs"
"R_5etywYIPbFVWGrh","S2",21,"Deliberate COVID-19 Lab Release"
"R_1dyarmcIkdmIhtL","S2",0,"Mixed / Unclassified"
"R_3FFJgZq0VYlcONX","S2",0,"Mixed / Unclassified"
"R_6lV5rdFSwSD7J9T","S2",0,"Mixed / Unclassified"
"R_7gIKrDWyX379CGp","S2",13,"JFK Assassination Conspiracy"
"R_5pRUgMukdCjwgeZ","S2",20,"Vaccine harms and conspiracies"
"R_6nVk9B9zrAzqC4w","S2",3,"Moon Landing Hoax"
"R_3S63CHQHoW7r37W","S2",9,"Election fraud conspiracy beliefs"
"R_5QEDp56OEWIQM9r","S2",0,"Mixed / Unclassified"
"R_50fhxE0deibdJjX","S2",0,"Mixed / Unclassified"
"R_3jVAeK2VawYW7mK","S2",0,"Mixed / Unclassified"
"R_6CJCA2wEOJ1o96F","S2",0,"Mixed / Unclassified"
"R_6qW1QN0t6MtnHlw","S2",3,"Moon Landing Hoax"
"R_3B7If1sP5tyIjqp","S2",13,"JFK Assassination Conspiracy"
"R_3ScOoKEfJzOuu7v","S2",3,"Moon Landing Hoax"
"R_5WRjmp1gwHK9f8J","S2",0,"Mixed / Unclassified"
"R_6DLHI0vRfiW2Bv9","S2",0,"Mixed / Unclassified"
"R_3d5BozSzTHOIQnN","S2",0,"Mixed / Unclassified"
"R_4OSC3KJuMVU4zMG","S2",0,"Mixed / Unclassified"
"R_5aP0ybNQvzsFBjS","S2",21,"Deliberate COVID-19 Lab Release"
"R_1Pj17nIPXZx56wK","S2",16,"9/11 Inside Job Conspiracy"
"R_7qg73kyHmf7n0ts","S2",7,"Trump as Russian Asset"
"R_3j4Tde5ux9jzMeR","S2",21,"Deliberate COVID-19 Lab Release"
"R_7YhN4FbZZW0zbw0","S2",0,"Mixed / Unclassified"
"R_5d05Xanw3wsMsXm","S2",25,"Government alien cover-up"
"R_5Ob3LCqDZSnsIq5","S2",21,"Deliberate COVID-19 Lab Release"
"R_32r02q2RQOQxsip","S2",16,"9/11 Inside Job Conspiracy"
"R_5B3freHipYPZZZU","S2",0,"Mixed / Unclassified"
"R_5EcGgNGR50AkLeD","S2",0,"Mixed / Unclassified"
"R_3kBLlhR2om75lq3","S2",0,"Mixed / Unclassified"
"R_5edWWFV4nrO6cot","S2",7,"Trump as Russian Asset"
"R_5Ppzr0wPa3NLhxn","S2",21,"Deliberate COVID-19 Lab Release"
"R_7B9BS9faRwcTzKi","S2",0,"Mixed / Unclassified"
"R_6Q4Kz98lrWQq6X7","S2",3,"Moon Landing Hoax"
"R_5P6rOosOQrf1xB0","S2",0,"Mixed / Unclassified"
"R_7qeEr5M4ffO02EF","S2",0,"Mixed / Unclassified"
"R_5VeAj4ppem5aoZH","S2",13,"JFK Assassination Conspiracy"
"R_32alwckuqOJUS0Z","S2",0,"Mixed / Unclassified"
"R_7c74qdV483EGTij","S2",0,"Mixed / Unclassified"
"R_1FWJED9Hms5nAVr","S2",0,"Mixed / Unclassified"
"R_5M5qWT99Nosahix","S2",21,"Deliberate COVID-19 Lab Release"
"R_32sKBIdxSJayPnU","S2",0,"Mixed / Unclassified"
"R_7I0IwdJr8M2pCUY","S2",13,"JFK Assassination Conspiracy"
"R_3dW8nGXT6d67CLf","S2",13,"JFK Assassination Conspiracy"
"R_1f6OWblRuTQtHUk","S2",3,"Moon Landing Hoax"
"R_7Uaok3ZWaFOA2gJ","S2",0,"Mixed / Unclassified"
"R_6PbDWjDrSvVhO1u","S2",0,"Mixed / Unclassified"
"R_1338eYZQNVs6hYa","S2",13,"JFK Assassination Conspiracy"
"R_7JenL0JfMgOJnNR","S2",20,"Vaccine harms and conspiracies"
"R_1XmIm9Empi7PWGL","S2",0,"Mixed / Unclassified"
"R_5PoUKplciNyH7rj","S2",21,"Deliberate COVID-19 Lab Release"
"R_5YPmEKCv4UHdEF7","S2",20,"Vaccine harms and conspiracies"
"R_53e1akOpl7upb3Z","S2",13,"JFK Assassination Conspiracy"
"R_34uxJs90CfSZDXB","S2",0,"Mixed / Unclassified"
"R_53DNMMFdRbNYXBs","S2",0,"Mixed / Unclassified"
"R_7rUVCyngBTnsLFd","S2",0,"Mixed / Unclassified"
"R_7V91OeRerKxJdqk","S2",0,"Mixed / Unclassified"
"R_3g25T9wA4OYCroz","S2",0,"Mixed / Unclassified"
"R_7Tw23cvbTkqaFer","S2",0,"Mixed / Unclassified"
"R_5nvnm2crW7cR7yE","S2",0,"Mixed / Unclassified"
"R_5RdVNeAiNmI9WFz","S2",0,"Mixed / Unclassified"
"R_10Z9AQIqbR9TOlY","S2",0,"Mixed / Unclassified"
"R_53rNvR14IVCYdVL","S2",9,"Election fraud conspiracy beliefs"
"R_7IsAKTJ5x7DrPq1","S2",0,"Mixed / Unclassified"
"R_7WYBfkjMQvoP3No","S2",9,"Election fraud conspiracy beliefs"
"R_1CkjEnUbRNPIDZU","S2",13,"JFK Assassination Conspiracy"
"R_106jyKthlFTEsnf","S2",13,"JFK Assassination Conspiracy"
"R_1oFtKB1FVxyOoaL","S2",16,"9/11 Inside Job Conspiracy"
"R_7LNCyI3vzKM5NGB","S2",13,"JFK Assassination Conspiracy"
"R_3oj6AxpjIN50Jmx","S2",0,"Mixed / Unclassified"
"R_6aJmrJdUROTbDfv","S2",13,"JFK Assassination Conspiracy"
"R_7rBpKNm9xn2blcT","S2",13,"JFK Assassination Conspiracy"
"R_7r1ZPSMZLekW907","S2",20,"Vaccine harms and conspiracies"
"R_6GHzSmE7bbrMpxk","S2",0,"Mixed / Unclassified"
"R_3GsawMqHPpOUkIT","S2",16,"9/11 Inside Job Conspiracy"
"R_3hxM2zZalq1WINj","S2",14,"Celebrity death and replacement conspiracies"
"R_3OJyCyCfxO95KWk","S2",7,"Trump as Russian Asset"
"R_5C768QlGylyOs4O","S2",7,"Trump as Russian Asset"
"R_3aDFTsrTvRvxuAx","S2",21,"Deliberate COVID-19 Lab Release"
"R_5QE8mjWx497UyIk","S2",0,"Mixed / Unclassified"
"R_3k0M8yuimkwS2V5","S2",0,"Mixed / Unclassified"
"R_10qNZ8V2LiscnGC","S2",0,"Mixed / Unclassified"
"R_3n77nwwei1hQllH","S2",0,"Mixed / Unclassified"
"R_61L7PaIiWsICKCa","S2",0,"Mixed / Unclassified"
"R_1EbTTp9suaMBijo","S2",25,"Government alien cover-up"
"R_6TtkEkkSeGDGBVn","S2",21,"Deliberate COVID-19 Lab Release"
"R_5PtkRfOxBHxa2I9","S2",0,"Mixed / Unclassified"
"R_7l0RxC4CavGDr5T","S2",0,"Mixed / Unclassified"
"R_3CndwFHbGI8rkBz","S2",16,"9/11 Inside Job Conspiracy"
"R_1jfClM7zuN8Z4oV","S2",0,"Mixed / Unclassified"
"R_3FUMHLix5UxNPyB","S2",0,"Mixed / Unclassified"
"R_5nvocphyxnG8k7n","S2",19,"Chemtrail Conspiracy Beliefs"
"R_6fUKtWlfWMl49r3","S2",12,"Secret Elite World Control"
"R_58J4v13ty7BkjhH","S2",0,"Mixed / Unclassified"
"R_7WC2d5Zb6ZIaHUD","S2",3,"Moon Landing Hoax"
"R_5BXirgvMibiCAN0","S2",13,"JFK Assassination Conspiracy"
"R_7yfS1S7IpfVt8XR","S2",25,"Government alien cover-up"
"R_7EcoYrU6zU01LqW","S2",0,"Mixed / Unclassified"
"R_33dHoC3O6DpYnbX","S2",12,"Secret Elite World Control"
"R_3KBoSlyLpdyVPjQ","S2",0,"Mixed / Unclassified"
"R_32KD5jsvX1UO5k6","S2",13,"JFK Assassination Conspiracy"
"R_7BCttHQSkVmqEXT","S2",0,"Mixed / Unclassified"
"R_6q27isCyMSP4wgo","S2",21,"Deliberate COVID-19 Lab Release"
"R_7dx4qaGTfpYnp05","S2",21,"Deliberate COVID-19 Lab Release"
"R_3oP4VNwV6oe8pax","S2",13,"JFK Assassination Conspiracy"
"R_6vZoEoAmk88ahO1","S2",13,"JFK Assassination Conspiracy"
"R_3E7k78PhJUdzfQp","S2",3,"Moon Landing Hoax"
"R_3G9pBDu0YiOQxAl","S2",16,"9/11 Inside Job Conspiracy"
"R_6oGgrY3lz5cOJNA","S2",20,"Vaccine harms and conspiracies"
"R_31EFb8AwHtMBFgq","S2",13,"JFK Assassination Conspiracy"
"R_3DO9VM6yvKezaXz","S2",0,"Mixed / Unclassified"
"R_5rjY9jkQELpMrfD","S2",0,"Mixed / Unclassified"
"R_1SojqYEBVHL1OPb","S2",9,"Election fraud conspiracy beliefs"
"R_639Wq0FF8tpKKh3","S2",0,"Mixed / Unclassified"
"R_1pK9vnfklO6jZc3","S2",0,"Mixed / Unclassified"
"R_7sc7j2yqWLzFeMl","S2",19,"Chemtrail Conspiracy Beliefs"
"R_5ZahJta79rJFTjP","S2",0,"Mixed / Unclassified"
"R_53y8tTvdWBTyRQo","S2",24,"Area 51 Alien Cover-up"
"R_7TY1TH8VQhyqRNQ","S2",0,"Mixed / Unclassified"
"R_6fuXUt1K4BOkFw8","S2",0,"Mixed / Unclassified"
"R_3PdUJQyImdHHVGS","S2",0,"Mixed / Unclassified"
"R_7tdpHU8kDbmHTlT","S2",0,"Mixed / Unclassified"
"R_6XBZv7u2tcilaxP","S2",2,"Staged Trump assassination attempt"
"R_1nSLbSEdzqh4tbt","S2",13,"JFK Assassination Conspiracy"
"R_3nVknSsu9KLWrrG","S2",0,"Mixed / Unclassified"
"R_5AVO0YuQUBQWElb","S2",0,"Mixed / Unclassified"
"R_5Exim33MR2QwIUh","S2",13,"JFK Assassination Conspiracy"
"R_633fXrIwP2tAww5","S2",25,"Government alien cover-up"
